segment_hash	segment
12f51700c2418ae5696333f2d37d0cb2	There are common sense reforms that would improve the system while still giving the accused their constitutionally guaranteed right to a fair trial
dd136ffae777cbbd59b5b70f10e24b1d	Some counties have been pushed to the brink of bankruptcy and have had to enact repeated tax increases to fund these extremely expensive cases
a980c0ab13c5f443dd8895c97c8b6b20	Not only does death penalty violate human rights, but the methods of the death penalty also do really make offenders suffer mentally before death
e67af686660bb7a46a838f53c18ef4cf	The death penalty is an ineffective and counter-productive way to punish terrorists
2aa1e373437ab0bf7896c45f99bc3fe7	If other states abolished the death penalty, law enforcement wouldn't miss it and the cost savings could be used on more effective crime-fighting programs
541a73e161ebce323cf2ba02a3d92393	I do not believe that New Mexico's death penalty serves as an effective preventative measure because it is neither swift or sure
f83baf4a85ea00efe35fd72992e819b5	capital punishment is more expensive than life in prison without parole
4cacdb81cd2791fdb10ad565c49d0bca	There are many other ways to punish criminals
ec698caf845c0e830318f2c5ba3ba3e3	death is not the answer
8cd2ff4069c6c85725b0dd877e380b31	The cost alone should be enough to abolish capital punishment
4c5b162b1d791be815616a90e39d3f2a	of the funds it dries up when more money could go towards crime prevention
b6e6ac3e9ac8e8e4bf0dab5b99a9e683	The death penalty gives closure to the victim's families and loved ones
258ff2f0ef94d9f063361b911b81e743	death by lethal injection violates the constitutional ban on cruel and unusual punishment
1772dc8fc2a6c84b27d6d765af9c52ae	it considers the death penalty a cruel, inhuman and degrading punishment that violates human rights
b8e16340bae561bafd3de720bd4e1444	Some argue that in an imperfect world, innocent individuals may be convicted and executed, and this is too great a risk too take
5d4515511660bfb328699b6b4aeb2ce0	Death Penalty is not a Deterrent
5b66a46830888f117fe4f27e4a559325	Does it make sense for the state to hire murderers to kill defenseless victims on death row, in order to prove that hiring murderers to kill defenseless victims is morally wrong
32110a0926384b4ccc9d450fd37dae91	There is no conclusive proof that the death penalty acts as a better deterrent than the threat of life imprisonment
0d68f08adbecb756a45cdf89be085f64	it lowers crime rates
8512f599182424fef5705bbe94c4a143	it deters criminals from killing
2055c9a5a7792e0983a966fb49d0fcce	according to some being sentenced to life is a worse punishment than the death penalty
3f47f863697deee5123b81f066843e9c	death would put them out of their misery
cd22b6661cda54bf30af13f4bcdb8b1f	If we fail to execute murderers, and doing so would in fact have deterred other murders, we have allowed the killing of a bunch of innocent victims
ccaab42e95cffe0a39f42c54c2c7d54b	those on death row in other states who were exonerated highlight cases tainted by false eyewitness identifications, shoddy forensic work, bad lawyering and coerced confessions
fbade27333c5636be03512500b5de07c	"the Supreme Court issued a 5-4 decision effectively striking down most federal and state death penalty laws finding them ""arbitrary and capricious"
63596b2dcf136b60f2fa499897c36d88	The cost associated with the deathpenalty is more expensive than housing someone in prison for life
0f6c267794c311d50f28294dc4581f61	When the state, in our names and with our taxes, ends a human life despite having non-lethal alternatives, it suggests that society can overcome violence with violence
b63e6b246b309be1adf9eefb0d409e70	this is the most severe form of corporal punishment as it is requires law enforcement officers to kill the offender
e1d13eab97cfb5fbb54f8545263e1b60	If we execute murderers and there is in fact no deterrent effect, we have killed a bunch of murderers
5416de296d214122fbeef291a6cdf6c4	imposing death penalty for rape cases might be counterproductive because the process of evidence is difficult and the administrative costs for getting the right decision would be too huge
3e43b9f29f079f7a41d4e627e0e5fc56	We need to stop wasting money on a broken death penalty and instead spend our limited resources on solving more homicides
9198c3d6689d42389265a4622c4ba8a3	states without the death penalty have a lower homicide rate
ef81c301b9ce841f2c019a80effa21b0	If the death penalty was abolished, the convicted murderer has the potential to escape and kill again
e56cf5ab7c37c3a5871e244ebbc64431	There are no empirical data verifying that the death penalty has a deterrent effect on heinous crimes
dd7aee3930f67aaa100dfedd1f420464	someone convicted of killing a white person in North Carolina is three times more likely to be sentenced to death than someone who kills a black person
6f93cec2ac5c0e6d3e1a11e1c44b0c28	it was unfair
47611667b6ea946ad8859ac422b2acc9	there should have been more evidence presented in court to be able to give the death penalty
4e4ee63e4652f179b6973050ad3b8fa1	It allows us to continue to blame one another, to turn against one another, to learn to hate better
6a9ddc22564d08852fe884794775d6c2	appeals keep death row inmates alive and consuming state resources, and also force families to go through seemingly endless trials for their family members' killer
067f77b460a49867ae6d0f735d72f7c9	particular crime isn't repeated by a particular person thus completely deterring the person from repeating the crime
e05377a2faf0e1442d046fea0a54b5de	embrace life more than death and fear death more than life
b673551d73d591816acadadc5a30b1f7	eliminating the death penalty in the future may prove to better public policy given the reality of the sentence today
5bb33e4490d0dedf3c262bdaede6c09a	states employ the death penalty as a deterrent for would-be killers
f7645be8016ce61ec0fda463380393d0	another man may have been saved by the use of DNA evidence
c5c2fa8b38b21108d4afe1862493afd1	executing these people prevents them from harming anyone else
eef4832f533b0cd8f77dc54c744db179	A million dollars spent pursuing the execution of one defendant could provide fare more effective long-term crime reduction: many additional police officers; speedier trials; or drug rehabilitation programs
3e6c192dbe51f2cfc29822842841f944	the cost of appellate defense averaged $100,000 more in death penalty cases, than in non-death penalty murder cases
817914073d99de5eadf238d2c93fe9c6	the cost of defending a death penalty case is eight times higher than the cost of a similar case in which prosecutors chose not to seek the death penalty
d68bfca01d08f7be151820aa29e727a3	Since 1973, one out of every 10 individuals sentenced to death has been released from death row because of evidence discovered after conviction
c341d1334a519e43a316a6eec322d1c0	the death penalty is a greater protector of innocents
79ebc5cfb25ca16c973ba37f379f387e	increased crime rates, high profile trials, and public concern about law and order
73eedbc2eeb881b044056a67ea28ecfd	homicide rate in states with the death penalty has been 48 to 101 percent higher than in states without the death penalty
cc4a739e12e2a65e76f367d65a2c61ba	The EU considers the death penalty as a cruel, inhuman and irreversible punishment which fails to act as a deterrent to criminal behaviour
038b9d4e2a9fc7460571a9f22decb23d	The Death Penalty is Flawed
154d56d59ff0c0ca5e8ad14da72d9f43	in the same time 13 people on death row have been released, most having been proven innocent by confessions or DNA testing
7f137b860e2f3dd1f18e9b44cfeb916e	death row prisoners face blistering heat over 100 degrees, scalding hot water and solitary confinement, and they receive little rehabilitation or recreation
c843a338cca62f25837209ab63b296ab	it is used very rarely - and successful almost never
443be5268560ae8f9b2330a0d98caf65	the innocent not be killed
35b6d70fc95ba412ee9685d54601369b	With many states spending millions to retain the death penalty, while seldom or never carrying out an execution
576bb7c0d1a752a2deaa9934c796bceb	the death penalty is turning into a very expensive form of life without parole
6983b20b743bbb6a43d290ca2c9069ea	as a way of punishment for those who commit severe crimes
cbd53d4219e5a12898c7f2e44e3eba64	defendants with low representation costs were more than twice as likely to receive a death sentence
58341e363511720b278b5a8de75c7a40	"the ""risk"" is saving innocent lives by the deterrence of execution vs the ""risk"" of not saving innocent lives and choosing not to execute"
3f70e87809ff865a813c16b86770a13f	These opponents declare that death penalty does not reduce the crime rates
e1aabf04c8c28f3b3900fdce973053d7	death is feared more than life and life is preferred over death
82ae5af799cabb6a07e8885966709dde	the murder rate is still high even though it is on the decline
a6872f53d6da6973c4c012f8ee339877	if a defendant is convicted but not given the death sentence, the state will still incur the costs of life imprisonment, in addition to the increased trial expenses
e6f976805f690254dcf54f3aae56063e	available as an option in particularly heinous murders
c83af3c6d4616088be1916bb1922d574	the death penalty, as administered, was unconstitutional and violated Eighth Amendment protections against cruel and unusual punishment
4f129b288cb3ef1656b9c56fb43b9efb	the cost of death penalty cases in New Mexico is six times higher than other murder cases
6249a28e9ae5be421e4e43037c7cff33	The death penalty is simply not necessary to protect life, given that there are alternatives such as life in prison without parole available to keep society secure
d872e773ea36b3da97d9f60b0c48872b	there's a potential of executing an innocent man
e7648b8bfb41b90c197a0430be2df0c0	justice and punishment
0e2281c08e418673c7de8de8299f6bf0	execution is murder
ed5572099f1c4a9a43bd1539265c956a	the government cannot continue to insist anecdotally that the death penalty is effective
d8ec7e3b810f88f1402154f6a571036e	it does not deter crime
951def9dfecc701867d5354264c67753	the death penalty is unjust, uncivilized, and inconsistent with the fallibility of our justice system
b5c7f74825cff4a329ec109c4ead754d	The death penalty closes the door on any possibility of redemption and healing
bcf2e7a210beb538d87c533bba817c57	resources used for the death penalty could be diverted to higher budgetary priorities, such as law enforcement and victims' services
76d468f57597d9f327cbdfaa2d2ec9f6	The Quran makes laws against the death penalty for murder, though compassion and forgiveness are strongly supported
fa890d9ee742fc9cc0dec32f00db6373	vital crime fighting programs are being cut while the high-priced death penalty goes unchecked
8d431b7be83df24bb195d287aebce745	expanded training and more equipment for police officers; hiring more police officers; community policing; more programs to control drug and alcohol abuse; and neighborhood watch programs as more efficient uses of taxpayers' dollars
7ca025ca854ffb3a0bed553eb9fdd021	Innocents are being Executed
d809ef2333e131e721ddaba1146f9323	of the many problems with the death penalty
99231a9d5b15f541bd060619a29c740a	without this system, we will have no control over our justice system
6477861b0e66d5d29eee1dd64d9bb506	the Supreme Court ruled that the death penalty could be Constitutional
12bb5ae15fa65db2dc9851d05554817b	those who are put to death can't kill again, and, on a lesser level, it might deter others
8a2dfa4c10e579a50446f1206c135cbb	The death penalty also has been employed much more often when the victim was white
2fe732e7997268f8616334e714bd1c3a	82 percent of the victims of death row inmates were white, while only 50 percent of all homicide victims were white
ef341d3810324636cdfec76802a24456	the enormous costs of the death penalty, the long delay in assigning lawyers for death penalty appeals, and the absence of any meaningful return for all the resources spent
0f90148111fcf5bfd87cddaed58bf873	he fails to prove that there is a short-term deterrent effect when the death penalty exists
0c829e9cb78cb88c2129a5d423347f86	if there is someone executed and later proven innocent, that cannot be taken back
991161afd5effec977f5a15af786ab1a	the death penalty is an inefficient method of deterring crime
3fd2250a1fae047643f062049aebd42b	The sanction of death violates respect for human life and dignity
39cce7ae186b61fdc0550e5b61d3ef8e	the abolition of the death penalty contributes to enhancement of human dignity and progressive development of human rights
ec9bab2e6bf9c79937d68e43a9150cd2	death penalty being deterrent to crime
f9d85dc7b7c4b0f8febfe39996d1b380	Angry people are not able to control themselves despite the fear of a capital sentence
614dc705edca7f0d6c8efb494ddf6d1a	States without the death penalty continue to have significantly lower murder rates than those that retain capital punishment
d9d73f610ebe02fbdba89ddaaf50e47f	annual nationwide cost of building, maintaining, and operating prisons is about $60 billion
bd8437403f9bb088e3207ec7a3269e2d	opponents of capital punishment criticized the Justice Department for bringing federal death penalty cases too often
d876c0e4880b2ebdce4ad8020b623e3b	Each trial is extremely complex and runs enormous (potentially deadly) risks that any part of it can go wrong
5a2fa69e9d2a78c36155de9a6d672cf9	each trial becomes extremely detailed and expensive
343e31570837d234c7cd22f233901f6c	It can make martyrs out of people who committed acts of terrorism (some of whom sought to die for their acts anyway) and make it easier recruit more people to their cause
19ceee67979b92e3f098b5fec1028dc5	the death penalty helps society feel better and be a better place
4fb463052bea33a618386be291048ce0	given that we have had so many innocent people exonerated from death row, how many innocent people have we executed
7ef15d44b9dd64e9f9b231d3e8b8b215	the death penalty lowers the crime rate in some states in which it exists and not others
8bdab7a4d855cdd5990e8254fca549d4	The death penalty was not reconcilable with human rights, put at risk the right to freedom from torture and other cruel, inhuman or degrading treatment and there was no evidence that it had a deterrent effect
1c07150e8ea5033b661047e5cbcebe06	extra expense results because defendants in death penalty cases are entitled to things such as money for expert witnesses
e453fe3f78d42aa1928f71e9c7413ed2	our system of imposing the death penalty is inherently flawed
5515c2fb1e3df2f723fdd275b4a0a945	It is a bloated and expensive system that has bogged down law enforcement, delayed justice for victims' families, and squandered millions of crime-fighting dollars
bf8b617d0323bbf7f7eff3067288cbff	dictators have killed people using the death penalty in order to get rid of political opponents
e9f2ecf26c133ee5607d946a88999af8	California is on track to spend $1 billion on the death penalty in the next five years, though even more funds are required to protect the innocent from wrongful conviction and to ensure timely review of lengthy death penalty cases
15076ed1838418e0d39594917a601f9f	it is proven in academic studies to deter crimes in our nation
eb398dbae598f3c1912202cee4bdef69	The amount of space taken from prisoners who have a life sentence take up to much space
add8cb8c4a1300c07f0da01836bca84d	the deathpenalty would prevent that from happening
d1763adce008d57b30279b0370d2efea	Threatening criminals with death is not a deterrent if you are largely unable to carry out with that threat with hardcore evidence
16ff7fff1d82c21fbdc35d35313f3e72	the death penalty is fallible (a substantial number of innocent people have been convicted), and has historically been applied in a discriminatory manner
e3d1fd082c40d56f452d3aa0823d1a73	Many organizations of victims' family members, such as Murder Victims' Families for Human Rights, are saying that the death penalty offers them nothing
9400021f8451649b590dbf7e62b4a306	As money is spent on the death penalty, it is thereby less available for the very programs that are the backbone of the effort to reduce crime in this country
2c83ad096b5366bb55639715cd807726	the death penalty, the most severe of criminal sanctions, is the only prospect of a negative outcome that deters none
05729fca149f45f4dcbaaf0545090b69	DP trials are more expensive
558a70d0865046a504ab5668668f97a9	the relatives said, the alternative of life without parole might allow them to move on
694eb10a6b0aced8790910695b250879	government spends millions of dollars paid for by the taxpayers, just to try to get a person killed
084b6d63747648be8a2fedac73d72e86	states without the death penalty have lower homicide rates than states with the death penalty
71153e2c7fd944200fd65f985631a147	If the death penalty was so effective in stopping crime, wouldn't all fifty states use it
c28172b256bc7d8e57b5a635cb4dc415	unpredictability and inconsistency in the judicial administration of the death penalty
3113b193523a0c84b3bf3b3cf930c57b	of a nonhierarchical social system and distrust of state power that, perhaps ironically, result in the abject degradation of criminal offenders
a6af6d05d698d428e996c78e1295ebb3	it is very difficult for most states with death penalty systems to actually get what they are paying for
0fcf8b1b31e803ee43e4e76692d125fb	most death penalty systems actually result in very few executions
412ea7f5c790ac17772631cb4d10de31	"the death penalty was administered in a ""fair"" and ""race neutral"" manner"
23eefefbc2c3809ae5021157cea09bab	defense costs were about four times higher in cases where death was sought than in comparable cases where death was not sought
5d976fb0538ef50c90a350f4ffd2b52c	a growing number of Americans support a sentence of life without parole rather than the death penalty for those convicted of murder
428abe255d5f01842aea13e54cadcc1f	The abolition of the death penalty is essential for the enhancement of human dignity and for the progressive development of human rights
2582d3ecdede87b048f08c1e9b13d128	the system may well be allowing some innocent defendants to be executed
9859074df5d29fccb9580d4bfb95819d	Studies in Oklahoma and California failed to find that capital punishment had a deterrent effect on violent crime
6ec6bbda50d91c6bfb574bac88696e69	With respect of the costs of imposing death penalty, suffice to say that death penalty is cheaper than prison
4628de5644d7cd5a226ed2a1156fc8ca	many criminologists agree that the death penalty is not a deterrent to capital crimes
9e99d2e9dd979afaddec0bc1d036e21e	the level IV security of death row inmate like criminals that will cost more
d62ea99aaa89cfd7b638fb8b1ca4feb7	It's biased, not an effective deterrent, and puts innocent people on death row
0dadd6ba21697a1924f7101ceb8be98b	it is true that death penalty is irreversible, but it is hard to kill a wrongly convicted person due to the several chances given to the convicted to prove his innocence
8e712a9fc9d2262b31975310b8b97208	Those from economically deprived, marginalized communities are particularly vulnerable in society and within the judicial system
d1010fa744b9c458308cb88a7ecc9055	the death penalty is certainly not a valid remedy against terrorism
32e7a77ab8fa7dc14c97087fd8aa1479	Rehabilitation is ineffective
ffe08090cdee18f18004b9838533d2ef	capital punishment is often the only penalty that matches the horrific nature of some crimes
5657cd25a49b3e88533ca045f0603673	studies have shown that the death penalty does not deter violent crime
c7e209964b26b1e59bb2175bd71ddb47	we need extreme penalty as a deterrent to crime
6ed04c6f9c61cb2646e169ac972102e0	Once they are put to death, there is absolutely no recidivism to worry about
4e9e414806809a41f0974bc2d1cc8fd6	it is too expensive to prosecute and that life without parole is a more efficient form of punishment
72b9eadd41e1efce8e525aef0ae22410	continued use of the death penalty by holding prisoners in conditions and for durations that constitute torture
7af164d6a813cb488e1ce42971a97801	imposing the death penalty in racially discriminatory ways
845cd59965ff2ca93ea62f0aba182966	Life imprisonment without parole can be deterrent and can be more rehabilitative than the death penalty
d1a645126a234902d8a372a8aec93c4c	More than two-thirds of world states have abolished the death penalty
46a09cad40678620796506e3e6fd51e7	the death penalty eliminates the possibility of a convicted murderer to receive the freedom to commit another crime
99e57bc64707af5fb82e16128b9753db	Florida has by far the largest number of Death Row cases where an inmate was granted a new trial either because prosecutors withhe Argues against use of the death penalty as ineffective punishment
235b52814b6dcf1f8eecfb9fa2cbd714	the death penalty is used rarely and it's forbidden in the most of the countries
61308db40b9a0793478a44deb744c6df	We owe it to families of murder victims to have in place a system of justice that is swift and sure, and to provide them with meaningful services to help them heal and recover from the trauma of murder
75d02eec601f660491d7daa3fc3bb856	there are many different factors that play tribute to why the death penalty should be illegal
e5b71a949aba98cd93f16a5487a0b32d	veterans were on trial facing the death penalty, their military service and related illnesses were barely presented to the jury
7f9ac39265c66af02c04cd23f82de582	Court can't always know if murderer can or can't become better and feel sorry about his crime
9d013b63cdfd48a52938aca733c7f5db	people, who could become better, may not have an opportunity to prove it
091e094f4188fe8a9b31220a8c387d58	the death penalty is a good deterant
6a627bb287812c585d7de3df4f4d8843	it is possible to execute an innocent human being
fed0fd2be6b545e3d39858e8f7d49d34	the death penalty fails to keep us safe Many law enforcement officials say the death penalty wastes scarce crime prevention resources
f197977ece5b241add4560bdf9646f7a	do not believe that the death penalty is an effective law enforcement tool
428d05080b926d93ad6cca0e9a6161c3	wrong judgment reduces the probability of allocating the criminal sanctions to the intended target
b122e48ffd7bb45ce283507963359d32	Other aggravating problems with the death penalty system include limited access to courts for federal review of death penalty decisions made on the state level
c300b800ac659621036cac6e85ed5454	if there are a few faults he agrees that the benefits will outweigh these miscarriages
9acbc3ad8d3e0ec176abf6c0a2cdf8d0	the death penalty was not a deterrent
4e0babfb78fab4eba241a8c8fae5cc03	those executed were usually the poor and disadvantaged
f3b898a4823a36d09e15f45784e6a446	innocent people had been sentenced to death
9482a6cb9588b0744bf42185ee7aa546	The right to life is taken for granted without thinking twice, however, due to the laws of this country the freedom we take for granted can be taken away with the mistakes we made
2f70d62fa56a55aa2f0d4ca559ce1e49	"Even those convicted of possessing small amounts of ""soft drugs"" for recreational use can suffer long jail sentences, heavy fines and deportation"
9de46af18d131e74bad584a9d8981aa6	the death penalty legitimizes an irreversible act of violence by the state
23228f14e0fa91a7e9f43ed06905cc17	Locking murderers away for life achieves the same goal without requiring us to take yet another life
681639a272c8471a9d52dd7308ab7e33	the death penalty system is no different from any politicized, costly, inefficient, bureaucratic, government-run operation, which we conservatives know are rife with injustice
ddd491811f13509bfaa4e53e6377089e	prosecutors may seek the death penalty for political rather than legal purposes
de95dfee70edd9b206008674ae041b5e	we impose costs to him by taking his life
e54d5eab1ea6615c09f18383e423d9b6	the death penalty is not imposed often enough
84ca633ca3fccf6f587fd71a5a64e251	the death penalty deters crime
fc8c6e873de6edf71b23573d4b7c3ae2	the public is not ready for abolition
6127498e46d8cc8a24f2f8925b6bfc98	"a white defendant was almost twice as likely as a black, Hispanic, or ""other"" defendant to be offered a plea agreement reducing the penalty to life imprisonment or less"
5403dd0a50ea168768802ee0001a6fc6	the death penalty is more of a burden on taxpayers than if the same defendant receives a life sentence
231438d4880334c42732159d93c940d1	If there is deterrence and we execute, we save innocent lives via deterrence and by preventing murderers from ever harming again
470263ace17ae7cdf94aa8a69c04fce5	Families and friends of the defendants can get serious psychological traumas While waiting for the final verdict, families of defendants live in a constant stress that can cause serious neurologic diseases
445637a6b49abe44ad1f83453b86dd05	an abolition of the federal and military death penalties would greatly aid cooperation in anti-terrorism efforts
977e32485a461121213e8c9f9793ce65	States Can Save Hundreds of Millions by Abolishing the Death Penalty
77949683b0e74b632943dda49f3c9662	death penalty is used as a form of punishing those who have committed crimes against natural law
70c0dfb8937ddd42b15788f21a1784f1	Death penalty lawyers hardly have enough resources to work on the cases of live clients, much less for those who are no longer living
bb85015de02ee95b30a9d519e9abfd62	costs much less money to keep people
80e7b88353a40cba35e8caee729fc32f	there is widespread unfairness and even gross injustice in the way it is applied
7e67f847efa2571fe63182a783e4e87f	the death penalty was used as an instrument to protect the socialist goals and to maintain social order
248c27f5b9b0b788ae59890ab412fe9c	Even states with the fewest protections and a faster process face exorbitant death penalty costs
8a239dc79cf6b6db62c9be8ea59bfdfb	Killing people makes us like the murderers who most of us so despise
2341a7ab510d658a7f4aca7665acb99d	an increase in penalties results in a greater effort on the part of criminals (and their attorneys) to avoid convictions
7b071d8900c92d223e2c5125551b1490	deterring the criminals
a1e6cc2ff9f97cd4db6067880ee9e956	imposing the death penalty is a crime deterrent
ec93197b812d0a776a1867a8962643fc	individual deterrence could not exist without the general deterrent effect
7aad87119a235c1b05826b2845b5a8ee	innocent people have been executed
61332cb3a3431e1fc0974497b5b41a37	4% of Oklahomans would support abolition of the death penalty if the state replaced its system of capital punishment with the alternative sanction of life without parole, plus a requirement that the inmates pay restitution to victims' families
30e9ed2d22dfc3b9fe9255146c86d08c	India can still reclaim its position as an upholder of human rights by abolishing the death penalty
806564013d5de38dfebd4491fa4dec19	juries had full discretion in sentencing those convicted to death, leading to inconsistent application of the death penalty
bf91ee5ce3ee28bf61fb2d4862731369	state-sanctioned killing is not a sensible way to show that killing is wrong does not make sense
4f73e107870a5fdafb54c7c33a929de8	the government has no moral right to put people to death
db0d4145516d1eede143197201308fd4	the thought was that death could be administered more quickly and cheaply to aggravated murderers than maintaining them in prison for life
0dbb8faaa9472638e6ba1d331ea49430	Deathpenalty is an inappropriate form of punishment that infringes constitutional ban against cruel and unusual punishment and the guarantees of due process of law and of equal protection under the law
ef53e8cc9d032b6ce4c7a5aa88c24e1a	An innocent life is a price too high to pay when life without parole is an option
624388d03353e507f576db16246302d3	There are lots of other methods to make criminals repent of their sins In order to develop this idea effectively in essays against death penalty, mention that a criminal imprisoned is already distressed
794113f0cefa668087a9eee01a191578	Absent the death penalty - for example - convicted murderers could murder while behind bars without further penalty
6aa3d0c48c44e56c9b9bb2ce6c3e9e10	'fraught with arbitrariness, discrimination, caprice, and mistake'
f1433d276a2a74cba63928056552b0bd	those individuals freed from death row were saved because of new technology and the individuals who believed in them
4f39bc30cbd93f02050bf019691797fb	$2.3 million per average death penalty case (for 5 cases), more than 3 times more expensive than a $750,000 life sentence
a3adbb267eb8458aedeb22bd59a5f5e6	the way it is applied does not inflict the least mental and physical suffering possible, as the ICCPR requires
aba964a33ca9361ece3468678a9901b4	Deathpenalty has been an inalienable part of human society and its legal system for centuries
feff42bbfaf83713549e9b0c85009757	regarded as a necessary deterrent to dangerous crimes and a way to liberate the community from dangerous criminals
38669d932e135767e3d3ca9b29a1b5da	the death penalty is an expensive public policy choice that poor states like New Mexico find difficult to maintain
215ad1cf7a1c33a71559fcb4c6433be5	The death penalty will help the world from harm or maybe even economical depresion
2a6af3bc0eb09a6bb821c0d48b4156c5	everyone who deserves the death penalty gets it
1f27a8d1bfeb6c506c9e1110466a2717	the vast resources that are currently devoted to an uncertain and arbitrary death sentence system could be better utilized to stop homicides and other violent crimes before they occur
fb1eef706de2053be3d425483f5da7eb	California's death penalty is a false promise to victims
da773f8556578bfefa2c4901fb6ff3eb	its merits are worth the occasional execution of innocent people
92775a9f297c843bc94b1c756a83092c	most would also insist that there is little likelihood of the innocent being executed
a3a1afaf1c3f8c48bfd8b6dfc62f784b	there is only a 4.5% chance that a death penalty prosecution will ever end in an execution
250d1162adfaeeb56cdde8353cca5f83	death penalty is really the only alternative to those who have committed some of the worst crimes in our society
a0b4fc456ab5023892d6f86b00f378d7	implementing the death penalty would cost the state about $118 million annually
bec47188555947d0bdb4d51f38715ce3	the public apparently continues to embrace the morality of the death penalty
80eeaaead87ec3caeaf288caa394851d	Many cases will be overturned on appeal
28c35cecd6429944330f1eaaa2bce7bf	some inmates will commit suicide
4282a53ebb8cc0ceb216e1d1eae111fe	"the death penalty is an ""expensive, unworkable system that fails to meet the basic standards of justice"
c1d2647f7e5701ac86f048a779a300e3	Executing someone who is innocent is irreversible, and a price too precious to pay
baa8869ae9ba6310babf532a8753783d	The judicial system has minimized the chances of mistakes
339f930dba7999372dcd9bd97de41b41	the death penalty provides emotional compensation to the families of crime victims
56a45ca7bceeea83842af2a7065deb87	Most court systems have stated that the death penalty is just
ba43ba1fcfc7b2cbcad81ea2172c1393	death penalty cases are up to 10 times more expensive than comparable non-death penalty cases
f38e3e948cbef376311a9d3c63d3ce1d	DNA has uncovered many of the flaws in our nation's death penalty
99ec3abdec1616f42870dad216e54aa1	Ending the death penalty in New Jersey sends a dangerous message of weakness to those who commit the most heinous murders and those who would commit indiscriminate mass murder
d8f4b462a59bbee19808994d03a362b8	putting criminals to death might not be the best solution
a53797d71d5980803e1e8dd008769151	A single mistake can cost lives of innocent people
f0eef05928f4eb5f1e24a01dc6bfac1e	63% of likely California voters supported commuting all existing death sentences to life without parole, thereby saving the state hundreds of millions of dollars
9501057d0d474e841d55d018cc6773a0	It would not be a smart move to put somebody in an electric chair with so much money
c1762dedd2e0cc52b6f33338b57b2aee	administering the death penalty has been an arbitrary exercise
f928f912a8a884013217b8895780d6eb	Professor Cotsirilos spoke of the many death penalty cases where the defendants were innocent - and yet still suffered the ultimate penalty
51a83a0275fb0d4073d013d968dd27d4	It is essential that we find a method of deterrence to assist in preventing people from committing dreadful crimes in the future
bb80507c37c4d0cba27e21c5dfc08bc7	The death penalty is expensive and does not work
d07825b2c7acf6cfef5b2f957dd80d51	our system of imposing the death penalty is inherently flawed' and that there is 'no credible evidence' that capital punishment deters crime
d50aaa62f09b0df3d1e99d4351901815	It makes no sense to pay an extra $125 million a year for a system that doesn't deter murder and is rarely carried out
df082b26b427dbd82cdcebf6a2e5a58b	the Illinois' death penalty system might be at risk of executing the innocent
533ccf202d353827c1ee1a9968d84cfa	Florida's death penalty statute vulnerable to additional costly litigation
713c44c8d005c055cc3d3ee863fdac46	it cost us police officers
bc1f5574cc7d69f63f60d6aee11ef542	it can help the world around us a lot
084e9ab5e7beaa170e90f32078d64e4a	we have sent 40 actual innocents to death row, which is 1 innocent sent to death row out of every 205 so sentenced
909def6efaac69a1bf9c1547dc71ad16	It does not give criminals one more chance to realize their mistake, improve, and become useful for society
b27d406dcdc941e9546802e7bb67b8ab	the death penalty failed to deliver justice
bbcda002aa168125df8600cdfc7d682b	the resources put toward it could better serve Californians if it was put toward other areas of law enforcement
93160aead4a04558ae1c42dc96799d86	"The death penalty ""provides a sense of justice to the system, is a just punishment for murder and has a deterrent effect on crime"
824010784ae35238b695cb97166ab9f8	it doesn't make us safer
7ddb17bb4414ac551f8d09a65ec3a02c	it deters people from committing murder
646dff033ed05eb9d91b23866344772f	the death penalty gives peace of mind to the victims and their families and puts an end to the crime
533f5f1099950f80c49c7da5c82fbd0e	Since 1973, 144 prisoners on death row have been found to be innocent of the crimes for which they were convicted
489d3e7f9b8e2f3b0328bbb03554aa63	the world is increasingly moving away from accepting the use of death penalty
45b9e74ef7778fd5d0629be0e0784db6	two thirds of the world's countries having already abolished the death penalty
8a1a7783243af5d7e56b5d4e4484e632	all potential negative outcomes deter some
ff4f8d46caa25f24e983ff15bd04746a	Another potential reason to keep the death penalty is cost
8928bd0ea927ce3ac38c70fd790243b8	this practice had no positive impact on reducing criminality
100e26a5856c37cfad7cde67007d8e2d	It portrays and helps demonstrate that criminals cannot get away with their crime, also an attempt to prevent the next criminal from making another unnecessary crime
575c12b0806cc366ec04f588ea710eec	Death penalty should continue in order to eliminate the garbage of our society
bb0af62520ff06f288e742a235052a03	The deathpenalty should be banned as long as there are non-lethal means to defend and protect the people's safety
57cceace5c223120ed0528863b87d736	there is the death penalty in practice, which in reality sentences innocent people to die and is awash with racial bias and is extremely expensive and unfixable
10b211b54edd37d0379fa8715acbf6e3	There was enough death, pain and suffering in every section of the planet
4e3d91406a6836432f609304a0400047	some states with the death penalty does not even have crime rates that decrease
812a8d1691f058330506bedc55127a92	the death penalty discourages murderers and kidnappers
b8eb9014a760d1ede7404f0730c15b71	federalism prevented the federal death penalty from being adopted
52d8d75fb7b44769eef1f0aef64b8fb9	It is much more palatable to be against executions when the executed is innocent
7aca22247df3a4bce61387ff76462377	non-lethal means are . more in keeping with the concrete conditions of the common good and are more in conformity to the dignity of the human person
d08d0959508d534954ae1f4534412caf	3000 lives will be spared
92f29928fa3c721b17f442da581490d8	if, in fact, the death penalty does not deter, and we continue to impose it, we have only sacrificed the lives of convicted murderers
